any_presentation_artifact,judge,llm_activity_like_fragment,llm_any_presentation_artifact,llm_avg_hr,llm_duration_text_inconsistency,llm_elevation_or_vertical,llm_ellipsis,llm_km_unit,llm_plan_id,llm_trailrun_pipe,order,pair_id,programmatic_activity_like_fragment,programmatic_any_presentation_artifact,programmatic_avg_hr,programmatic_duration_text_inconsistency,programmatic_elevation_or_vertical,programmatic_ellipsis,programmatic_km_unit,programmatic_plan_id,programmatic_trailrun_pipe,record_id,run
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r00__BA,0
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r00__AB,0
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r01__BA,1
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r01__AB,1
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r02__AB,2
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r02__BA,2
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r03__BA,3
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r03__AB,3
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r04__BA,4
0,gemma_4b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_4b_judge__r04__AB,4
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r00__BA,0
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r00__AB,0
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r01__BA,1
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r01__AB,1
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r02__BA,2
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r02__AB,2
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r03__AB,3
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r03__BA,3
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,BA,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r04__BA,4
0,gemma_12b_judge,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,AB,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,pair_0134__gemma_12b_judge__r04__AB,4
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r00__AB,0
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r00__BA,0
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r01__AB,1
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r01__BA,1
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r02__BA,2
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r02__AB,2
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r03__AB,3
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r03__BA,3
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r04__AB,4
1,qwen_7b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_7b_judge__r04__BA,4
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r00__BA,0
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r00__AB,0
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r01__AB,1
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r01__BA,1
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r02__AB,2
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r02__BA,2
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r03__BA,3
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r03__AB,3
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r04__AB,4
1,qwen_14b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__qwen_14b_judge__r04__BA,4
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r00__BA,0
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r00__AB,0
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r01__BA,1
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r01__AB,1
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r02__BA,2
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r02__AB,2
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r03__AB,3
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r03__BA,3
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r04__BA,4
1,gemma_4b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_4b_judge__r04__AB,4
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r00__BA,0
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r00__AB,0
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r01__AB,1
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r01__BA,1
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r02__AB,2
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r02__BA,2
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r03__BA,3
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r03__AB,3
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,BA,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r04__BA,4
1,gemma_12b_judge,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,AB,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,pair_0135__gemma_12b_judge__r04__AB,4
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r00__BA,0
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r00__AB,0
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r01__BA,1
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r01__AB,1
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r02__BA,2
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r02__AB,2
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r03__AB,3
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r03__BA,3
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r04__AB,4
1,qwen_7b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_7b_judge__r04__BA,4
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r00__BA,0
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r00__AB,0
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r01__AB,1
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r01__BA,1
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r02__AB,2
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r02__BA,2
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r03__BA,3
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r03__AB,3
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r04__AB,4
1,qwen_14b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__qwen_14b_judge__r04__BA,4
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r00__BA,0
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r00__AB,0
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r01__AB,1
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r01__BA,1
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r02__AB,2
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r02__BA,2
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,BA,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r03__BA,3
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r03__AB,3
1,gemma_4b_judge,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,AB,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,pair_0136__gemma_4b_judge__r04__AB,4
