any_presentation_artifact,fixture_id,llm_activity_like_fragment,llm_any_presentation_artifact,llm_avg_hr,llm_duration_text_inconsistency,llm_elevation_or_vertical,llm_ellipsis,llm_km_unit,llm_plan_id,llm_trailrun_pipe,pair_id,programmatic_activity_like_fragment,programmatic_any_presentation_artifact,programmatic_avg_hr,programmatic_duration_text_inconsistency,programmatic_elevation_or_vertical,programmatic_ellipsis,programmatic_km_unit,programmatic_plan_id,programmatic_trailrun_pipe,source_model_family
0,ab_A3__r_low__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0188,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__prog__exp_t000__s013,0,qwen
1,ab_A4__r_high__rc_high__ph_base,1,1,1,0,0,1,1,ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,1,pair_0189,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s014,0,gemma
1,ab_A4__r_high__rc_high__ph_base,1,1,1,0,0,1,1,ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005,1,pair_0190,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s008,0,gemma
0,ab_A4__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,pair_0191,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s003,0,gemma
1,ab_A4__r_high__rc_high__ph_base,1,1,1,1,0,0,1,ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0192,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s011,0,gemma
1,ab_A4__r_high__rc_high__ph_base,0,1,0,0,0,1,0,ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,pair_0193,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s018,0,gemma
1,ab_A4__r_high__rc_high__ph_base,0,1,0,0,1,1,0,ab_A4__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0194,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s012,0,qwen
0,ab_A4__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0195,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s013,0,qwen
0,ab_A4__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0196,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s001,0,qwen
0,ab_A4__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0197,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s007,0,qwen
1,ab_A4__r_high__rc_high__ph_peak,1,1,0,0,1,1,1,ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0198,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s005,0,gemma
0,ab_A4__r_high__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s007,0,pair_0199,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s019,0,gemma
1,ab_A4__r_high__rc_high__ph_peak,1,1,1,0,0,0,1,ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s006,1,pair_0200,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s008,0,gemma
0,ab_A4__r_high__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002,0,pair_0201,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s010,0,gemma
1,ab_A4__r_high__rc_high__ph_peak,1,1,1,0,0,0,1,ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004,1,pair_0202,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s017,0,qwen
1,ab_A4__r_high__rc_high__ph_peak,1,1,1,0,0,1,1,ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s003,1,pair_0203,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s013,0,qwen
1,ab_A4__r_high__rc_high__ph_peak,0,1,0,0,0,1,0,ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0204,0,0,0,0,0,0,0,ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s016,0,qwen
1,ab_A4__r_high__rc_low__ph_base,1,1,1,0,0,1,1,ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,1,pair_0205,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s008,0,gemma
1,ab_A4__r_high__rc_low__ph_base,1,1,1,0,0,1,1,ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,1,pair_0206,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s003,0,gemma
1,ab_A4__r_high__rc_low__ph_base,1,1,0,1,0,1,1,ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,1,pair_0207,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s018,0,gemma
0,ab_A4__r_high__rc_low__ph_base,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0208,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s019,0,gemma
1,ab_A4__r_high__rc_low__ph_base,1,1,1,0,0,1,1,ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005,1,pair_0209,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s002,0,gemma
1,ab_A4__r_high__rc_low__ph_base,0,1,0,1,0,0,0,ab_A4__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003,0,pair_0210,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s011,0,qwen
1,ab_A4__r_high__rc_low__ph_peak,1,1,1,0,0,1,1,ab_A4__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s004,1,pair_0211,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s005,0,gemma
1,ab_A4__r_high__rc_low__ph_peak,1,1,0,0,0,1,1,ab_A4__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0212,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s000,0,gemma
0,ab_A4__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0213,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s012,0,gemma
1,ab_A4__r_high__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0214,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s017,0,qwen
0,ab_A4__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0215,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s011,0,qwen
0,ab_A4__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0216,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s019,0,qwen
0,ab_A4__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0217,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s002,0,qwen
0,ab_A4__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s006,0,pair_0218,0,0,0,0,0,0,0,ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s003,0,qwen
1,ab_A4__r_low__rc_high__ph_base,1,1,1,1,0,1,1,ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,1,pair_0219,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s005,0,gemma
1,ab_A4__r_low__rc_high__ph_base,1,1,1,0,0,1,1,ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,1,pair_0220,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s014,0,gemma
1,ab_A4__r_low__rc_high__ph_base,1,1,1,1,0,0,1,ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,1,pair_0221,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s019,0,gemma
1,ab_A4__r_low__rc_high__ph_base,1,1,0,1,0,0,1,ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005,1,pair_0222,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s010,0,gemma
1,ab_A4__r_low__rc_high__ph_base,1,1,0,1,0,0,1,ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,1,pair_0223,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s009,0,gemma
1,ab_A4__r_low__rc_high__ph_base,1,1,1,0,0,1,1,ab_A4__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s007,1,pair_0224,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s013,0,qwen
0,ab_A4__r_low__rc_high__ph_base,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0225,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s008,0,qwen
1,ab_A4__r_low__rc_high__ph_base,1,1,1,0,0,1,1,ab_A4__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s006,1,pair_0226,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s016,0,qwen
0,ab_A4__r_low__rc_high__ph_base,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0227,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s012,0,qwen
1,ab_A4__r_low__rc_high__ph_base,0,1,0,1,0,0,0,ab_A4__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0228,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s017,0,qwen
1,ab_A4__r_low__rc_high__ph_peak,1,1,0,0,0,1,1,ab_A4__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002,0,pair_0229,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__prog__exp_t000__s005,0,gemma
1,ab_A4__r_low__rc_high__ph_peak,1,1,0,1,0,1,1,ab_A4__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s011,0,pair_0230,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__prog__exp_t000__s019,0,gemma
0,ab_A4__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s015,0,pair_0231,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__prog__exp_t000__s014,0,gemma
1,ab_A4__r_low__rc_high__ph_peak,1,1,1,0,0,1,1,ab_A4__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s003,1,pair_0232,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__prog__exp_t000__s013,0,gemma
1,ab_A4__r_low__rc_high__ph_peak,0,1,0,0,0,1,0,ab_A4__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0233,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__prog__exp_t000__s010,0,qwen
0,ab_A4__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0234,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__prog__exp_t000__s017,0,qwen
1,ab_A4__r_low__rc_high__ph_peak,0,1,0,0,0,1,0,ab_A4__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s009,0,pair_0235,0,0,0,0,0,0,0,ab_A4__r_low__rc_high__ph_peak__prog__exp_t000__s011,0,qwen
1,ab_A4__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A4__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,pair_0236,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s014,0,gemma
1,ab_A4__r_low__rc_low__ph_base,1,1,1,1,0,1,1,ab_A4__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000,1,pair_0237,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s005,0,gemma
1,ab_A4__r_low__rc_low__ph_base,1,1,1,0,0,0,1,ab_A4__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,1,pair_0238,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s019,0,gemma
1,ab_A4__r_low__rc_low__ph_base,1,1,1,0,0,1,1,ab_A4__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,1,pair_0239,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s010,0,gemma
1,ab_A4__r_low__rc_low__ph_base,1,1,1,0,0,0,1,ab_A4__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005,1,pair_0240,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s017,0,gemma
1,ab_A4__r_low__rc_low__ph_base,1,1,0,1,0,0,1,ab_A4__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,1,pair_0241,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s016,0,gemma
1,ab_A4__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A4__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s006,0,pair_0242,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s008,0,qwen
1,ab_A4__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A4__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003,0,pair_0243,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s015,0,qwen
1,ab_A4__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A4__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0244,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_base__prog__exp_t000__s013,0,qwen
1,ab_A4__r_low__rc_low__ph_peak,1,1,1,1,0,0,1,ab_A4__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s015,1,pair_0245,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_peak__prog__exp_t000__s014,0,gemma
1,ab_A4__r_low__rc_low__ph_peak,1,1,0,0,0,1,1,ab_A4__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s005,0,pair_0246,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_peak__prog__exp_t000__s005,0,gemma
1,ab_A4__r_low__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A4__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0247,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_peak__prog__exp_t000__s011,0,qwen
0,ab_A4__r_low__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007,0,pair_0248,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_peak__prog__exp_t000__s017,0,qwen
1,ab_A4__r_low__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A4__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0249,0,0,0,0,0,0,0,ab_A4__r_low__rc_low__ph_peak__prog__exp_t000__s013,0,qwen
