confidence,fixture_id,judge,judge_model_family,llm_won,marker,order,pair_id,plan_a_score,plan_b_score,preferred,rationale,record_id,run,self_family_match,source_model_family,winner_role
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,recovery_safety,AB,pair_0017,4,4,tie,Both plans include adequate rest days.,pair_0017__qwen_7b_judge__r01__AB,1,True,qwen,tie
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,training_specificity,AB,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r01__AB,1,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0017,4,3,plan_a,Plan A provides clear durations and purposes.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0017,4,3,plan_a,Plan A includes a long run and aerobic sessions.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,explanation_quality,BA,pair_0017,3,4,plan_b,Plan B offers more detailed explanations.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,load_progression,BA,pair_0017,4,3,plan_a,Plan A has a gradual increase in load.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,plan_coherence,BA,pair_0017,4,3,plan_a,Plan A sessions flow logically from one to another.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,quality_session_design,BA,pair_0017,4,3,plan_a,Plan A includes a variety of session types.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,BA,pair_0017,3,4,plan_b,Plan B respects the athlete's readiness better.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,recovery_safety,BA,pair_0017,4,3,plan_a,Plan A includes a rest day and sensible spacing.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,training_specificity,BA,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r01__BA,1,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0017,4,3,plan_a,Plan A provides clear durations and purposes.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0017,4,3,plan_a,Plan A includes a long run and aerobic sessions.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,explanation_quality,BA,pair_0017,3,4,plan_b,Plan B offers more detailed explanations.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,load_progression,BA,pair_0017,4,3,plan_a,Plan A has a gradual increase in load.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,plan_coherence,BA,pair_0017,4,3,plan_a,Plan A sessions flow logically from one to another.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,quality_session_design,BA,pair_0017,4,3,plan_a,Plan A includes a variety of session types.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,BA,pair_0017,3,4,plan_b,Plan B respects the athlete's readiness better.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,recovery_safety,BA,pair_0017,4,3,plan_a,Plan A includes a rest day and sensible spacing.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,training_specificity,BA,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r02__BA,2,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,clarity_actionability,AB,pair_0017,4,4,tie,Both plans are clear and actionable.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,AB,pair_0017,3,4,plan_b,Plan B includes a long run and more varied aerobic sessions.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,explanation_quality,AB,pair_0017,4,4,tie,Both plans provide adequate explanations.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,load_progression,AB,pair_0017,4,3,plan_a,Plan A has a more gradual progression in volume.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,plan_coherence,AB,pair_0017,4,4,tie,Both plans are well-structured.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,quality_session_design,AB,pair_0017,4,4,tie,Both plans include well-designed sessions.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,readiness_alignment,AB,pair_0017,4,4,tie,Both plans respect readiness and recovery.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,recovery_safety,AB,pair_0017,4,4,tie,Both plans include adequate rest days.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,training_specificity,AB,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r02__AB,2,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,clarity_actionability,AB,pair_0017,4,4,tie,Both plans are clear and actionable.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,AB,pair_0017,3,4,plan_b,Plan B includes a long run and more varied aerobic sessions.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,explanation_quality,AB,pair_0017,4,4,tie,Both plans provide adequate explanations.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,load_progression,AB,pair_0017,4,3,plan_a,Plan A has a more gradual progression in volume.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,plan_coherence,AB,pair_0017,4,4,tie,Both plans are well-structured.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,quality_session_design,AB,pair_0017,4,4,tie,Both plans include well-designed sessions.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,tie
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,readiness_alignment,AB,pair_0017,4,4,tie,Both plans respect readiness and recovery.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,recovery_safety,AB,pair_0017,4,4,tie,Both plans include adequate rest days.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,tie
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,training_specificity,AB,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r03__AB,3,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0017,4,3,plan_a,Plan A provides clear durations and purposes.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0017,4,3,plan_a,Plan A includes a long run and aerobic sessions.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,explanation_quality,BA,pair_0017,3,4,plan_b,Plan B offers more detailed explanations.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,load_progression,BA,pair_0017,4,3,plan_a,Plan A has a gradual increase in load.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,plan_coherence,BA,pair_0017,4,3,plan_a,Plan A sessions flow logically from one to another.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,quality_session_design,BA,pair_0017,4,3,plan_a,Plan A includes a variety of session types.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,BA,pair_0017,3,4,plan_b,Plan B respects the athlete's readiness better.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,recovery_safety,BA,pair_0017,4,3,plan_a,Plan A includes a rest day and sensible spacing.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,training_specificity,BA,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r03__BA,3,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,clarity_actionability,AB,pair_0017,4,4,tie,Both plans are clear and actionable.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,AB,pair_0017,3,4,plan_b,Plan B includes a long run and more varied aerobic sessions.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,explanation_quality,AB,pair_0017,4,4,tie,Both plans provide adequate explanations.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,load_progression,AB,pair_0017,4,3,plan_a,Plan A has a more gradual progression in volume.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,plan_coherence,AB,pair_0017,4,4,tie,Both plans are well-structured.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,quality_session_design,AB,pair_0017,4,4,tie,Both plans include well-designed sessions.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,tie
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,readiness_alignment,AB,pair_0017,4,4,tie,Both plans respect readiness and recovery.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,recovery_safety,AB,pair_0017,4,4,tie,Both plans include adequate rest days.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,tie
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,training_specificity,AB,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r04__AB,4,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0017,4,3,plan_a,Plan A provides clear durations and purposes.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0017,4,3,plan_a,Plan A includes a long run and aerobic sessions.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,explanation_quality,BA,pair_0017,3,4,plan_b,Plan B offers more detailed explanations.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,load_progression,BA,pair_0017,4,3,plan_a,Plan A has a gradual increase in load.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,plan_coherence,BA,pair_0017,4,3,plan_a,Plan A sessions flow logically from one to another.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,quality_session_design,BA,pair_0017,4,3,plan_a,Plan A includes a variety of session types.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,BA,pair_0017,3,4,plan_b,Plan B respects the athlete's readiness better.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,recovery_safety,BA,pair_0017,4,3,plan_a,Plan A includes a rest day and sensible spacing.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,training_specificity,BA,pair_0017,3,4,plan_b,Plan B is more specific to trail running.,pair_0017__qwen_7b_judge__r04__BA,4,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,clarity_actionability,AB,pair_0018,4,4,tie,Both plans are clear and actionable.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,AB,pair_0018,3,4,plan_b,Plan B includes longer runs for better endurance development.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,explanation_quality,AB,pair_0018,3,4,plan_b,Plan B provides more detailed explanations and purposes.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,load_progression,AB,pair_0018,4,3,plan_a,Plan A has a smoother progression with consistent easy runs.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,plan_coherence,AB,pair_0018,4,4,tie,Both plans are well-coordinated.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,quality_session_design,AB,pair_0018,4,3,plan_a,Plan A includes more varied sessions like hill runs.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,llm
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,AB,pair_0018,4,3,plan_a,Plan A aligns better with recovery and fatigue management.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,recovery_safety,AB,pair_0018,4,4,tie,Both plans include adequate rest days.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,tie
0.6,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,training_specificity,AB,pair_0018,3,4,plan_b,Plan B is more specific to trail running and endurance.,pair_0018__qwen_7b_judge__r00__AB,0,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0018,4,3,plan_a,"Plan A provides clear, concise workout summaries.",pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0018,4,3,plan_a,Plan A includes longer runs for better endurance development.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,explanation_quality,BA,pair_0018,3,4,plan_b,Plan B offers more detailed explanations for each session.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,load_progression,BA,pair_0018,4,3,plan_a,Plan A shows a gradual increase in duration.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,plan_coherence,BA,pair_0018,4,3,plan_a,Plan A has a more consistent structure and progression.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,quality_session_design,BA,pair_0018,4,3,plan_a,Plan A includes a variety of session types and durations.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,programmatic
0.6,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,BA,pair_0018,3,4,plan_b,Plan B respects the athlete's readiness and recovery better.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,recovery_safety,BA,pair_0018,3,4,plan_b,Plan B includes more rest days and better spacing.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,llm
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,training_specificity,BA,pair_0018,3,4,plan_b,Plan B is more tailored to trail running and endurance.,pair_0018__qwen_7b_judge__r00__BA,0,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,clarity_actionability,AB,pair_0018,4,4,tie,Both plans are clear and actionable.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,AB,pair_0018,3,4,plan_b,Plan B includes longer runs for better endurance development.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,explanation_quality,AB,pair_0018,3,4,plan_b,Plan B provides more detailed explanations and purposes.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,load_progression,AB,pair_0018,4,3,plan_a,Plan A has a smoother progression with consistent easy runs.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,plan_coherence,AB,pair_0018,4,4,tie,Both plans are well-coordinated and logical.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,quality_session_design,AB,pair_0018,4,3,plan_a,Plan A includes more varied sessions like hill runs.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,llm
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,AB,pair_0018,4,3,plan_a,Plan A aligns better with gradual load increases.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,recovery_safety,AB,pair_0018,4,4,tie,Both plans include adequate rest days.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,tie
0.6,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,training_specificity,AB,pair_0018,3,4,plan_b,Plan B is more specific to trail running and endurance.,pair_0018__qwen_7b_judge__r01__AB,1,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0018,4,3,plan_a,"Plan A provides clear, concise workout summaries.",pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0018,4,3,plan_a,Plan A includes longer runs for better endurance development.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,explanation_quality,BA,pair_0018,3,4,plan_b,Plan B offers more detailed explanations for each session.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,load_progression,BA,pair_0018,4,3,plan_a,Plan A shows a gradual increase in duration.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,plan_coherence,BA,pair_0018,4,3,plan_a,Plan A has a more consistent structure and progression.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,quality_session_design,BA,pair_0018,4,3,plan_a,Plan A includes a variety of session types and durations.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,readiness_alignment,BA,pair_0018,4,3,plan_a,Plan A respects the athlete's readiness and recovery.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,recovery_safety,BA,pair_0018,4,3,plan_a,Plan A includes adequate rest days and recovery.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,programmatic
0.6,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,training_specificity,BA,pair_0018,3,4,plan_b,Plan B is more tailored to trail running and endurance.,pair_0018__qwen_7b_judge__r01__BA,1,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,clarity_actionability,AB,pair_0018,4,4,tie,Both plans are clear and actionable.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,AB,pair_0018,3,4,plan_b,Plan B includes longer runs for better endurance development.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,explanation_quality,AB,pair_0018,3,4,plan_b,Plan B provides more detailed explanations and purposes.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,load_progression,AB,pair_0018,4,3,plan_a,Plan A has a smoother progression with consistent easy runs.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,plan_coherence,AB,pair_0018,4,4,tie,Both plans are well-coordinated and logical.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,quality_session_design,AB,pair_0018,4,3,plan_a,Plan A includes more varied sessions like hill runs.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,llm
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,readiness_alignment,AB,pair_0018,4,3,plan_a,Plan A aligns better with gradual load increases.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,,recovery_safety,AB,pair_0018,4,4,tie,Both plans include adequate rest days.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,tie
0.6,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,training_specificity,AB,pair_0018,3,4,plan_b,Plan B is more specific to trail running and endurance.,pair_0018__qwen_7b_judge__r02__AB,2,True,qwen,programmatic
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0018,4,3,plan_a,"Plan A provides clear, concise workout summaries.",pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0018,4,3,plan_a,Plan A includes longer runs for better endurance development.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,explanation_quality,BA,pair_0018,3,4,plan_b,Plan B offers more detailed explanations for each session.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,llm
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,load_progression,BA,pair_0018,4,3,plan_a,Plan A shows a gradual increase in duration.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,plan_coherence,BA,pair_0018,4,3,plan_a,Plan A has a more consistent structure and progression.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,quality_session_design,BA,pair_0018,4,3,plan_a,Plan A includes a variety of session types and durations.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.7,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,readiness_alignment,BA,pair_0018,4,3,plan_a,Plan A respects the athlete's readiness and recovery.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,recovery_safety,BA,pair_0018,4,3,plan_a,Plan A includes adequate rest days and recovery.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,programmatic
0.6,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,True,training_specificity,BA,pair_0018,3,4,plan_b,Plan B is more tailored to trail running and endurance.,pair_0018__qwen_7b_judge__r02__BA,2,True,qwen,llm
0.9,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,clarity_actionability,BA,pair_0018,4,3,plan_a,"Plan A provides clear, concise workout summaries.",pair_0018__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
0.8,ab_A1__r_high__rc_low__ph_base,qwen_7b_judge,qwen,False,endurance_development,BA,pair_0018,4,3,plan_a,Plan A includes longer runs for better endurance development.,pair_0018__qwen_7b_judge__r03__BA,3,True,qwen,programmatic
