category,fixture_id,judge,judge_model_family,marker,pair_id,run,self_family_match,source_model_family
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0051,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0051,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0051,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0051,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0051,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0051,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0051,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0051,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0051,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0052,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0052,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0052,0,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0052,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0052,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0052,0,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0052,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0052,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0052,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0052,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0052,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0052,1,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0052,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0052,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0052,1,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0052,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0052,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0052,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0052,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0052,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0052,2,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0052,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0052,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0052,2,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0052,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0052,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0052,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0052,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0052,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0052,3,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0052,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0052,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0052,3,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0052,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0052,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0052,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0052,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0052,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0052,4,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0052,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0052,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0052,4,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0052,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0052,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0052,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0053,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0053,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0053,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0053,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0053,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0053,0,False,gemma
source_consistent_llm,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0053,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0053,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0053,0,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0053,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0053,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0053,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0053,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0053,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0053,1,False,gemma
source_consistent_llm,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0053,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0053,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0053,1,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0053,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0053,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0053,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0053,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0053,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0053,2,False,gemma
source_consistent_llm,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0053,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0053,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0053,2,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0053,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0053,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0053,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0053,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0053,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0053,3,False,gemma
source_consistent_llm,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0053,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0053,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0053,3,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0053,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0053,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0053,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0053,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0053,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0053,4,False,gemma
source_consistent_llm,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0053,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0053,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0053,4,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0054,0,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0054,0,False,gemma
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0054,0,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0054,0,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0054,0,False,gemma
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0054,0,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0054,0,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0054,0,False,gemma
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0054,0,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0054,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0054,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0054,1,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0054,1,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0054,1,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0054,1,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0054,1,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0054,1,False,gemma
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0054,1,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0054,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0054,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0054,2,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0054,2,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0054,2,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0054,2,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0054,2,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0054,2,False,gemma
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0054,2,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0054,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0054,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0054,3,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0054,3,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0054,3,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0054,3,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0054,3,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0054,3,False,gemma
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0054,3,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0054,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0054,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0054,4,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0054,4,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0054,4,False,gemma
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0054,4,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0054,4,False,gemma
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0054,4,False,gemma
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0054,4,False,gemma
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0055,0,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0055,0,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0055,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0055,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0055,0,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0055,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0055,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0055,0,True,qwen
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0055,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0055,1,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0055,1,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0055,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0055,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0055,1,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0055,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0055,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0055,1,True,qwen
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0055,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0055,2,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0055,2,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0055,2,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0055,2,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0055,2,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0055,2,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0055,2,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0055,2,True,qwen
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0055,2,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0055,3,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0055,3,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0055,3,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0055,3,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0055,3,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0055,3,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0055,3,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0055,3,True,qwen
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0055,3,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0055,4,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0055,4,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0055,4,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0055,4,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0055,4,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0055,4,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0055,4,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0055,4,True,qwen
position_consistent_plan_b,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0055,4,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0056,0,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0056,0,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0056,0,True,qwen
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0056,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0056,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0056,0,True,qwen
position_consistent_plan_a,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0056,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0056,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,training_specificity,pair_0056,0,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,clarity_actionability,pair_0056,1,True,qwen
source_consistent_programmatic,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,endurance_development,pair_0056,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,explanation_quality,pair_0056,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,load_progression,pair_0056,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,plan_coherence,pair_0056,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,quality_session_design,pair_0056,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,readiness_alignment,pair_0056,1,True,qwen
other_inconsistent,ab_A1__r_low__rc_low__ph_peak,qwen_7b_judge,qwen,recovery_safety,pair_0056,1,True,qwen
